chr left right
ADRA2B chr2 96778707 96781984
ASTL chr2 96789589 96804175
DUSP2 chr2 96808905 96811179
AC012307.2 chr2 96811341 96812751
STARD7 chr2 96850597 96874563
TMEM127 chr2 96914254 96931732
CIAO1 chr2 96931870 96939087
SNRNP200 chr2 96940074 96971297
AC021188.4 chr2 96973001 96987469
ITPRIPL1 chr2 96991069 96994091
NCAPH chr2 97001525 97039583
RP11-363D14.1 chr2 97193677 97198043
ARID5A chr2 97202480 97218375
KANSL3 chr2 97258907 97308524
LMAN2L chr2 97371666 97405801
CNNM4 chr2 97426639 97477628
RP11-353K11.1 chr2 97477976 97479394
CNNM3 chr2 97481982 97499648
ANKRD23 chr2 97490263 97523671
ANKRD39 chr2 97502348 97523832
SEMA4C chr2 97525453 97536494
FAM178B chr2 97541620 97684175
FAHD2B chr2 97749320 97760619
ANKRD36 chr2 97779233 97930258
AC159540.3 chr2 98069548 98071970
AC159540.1 chr2 98081083 98099107
AC159540.2 chr2 98086678 98100408
COX5B chr2 98262503 98264846
ACTR1B chr2 98272431 98280570
LINC01125 chr2 98280680 98319527
ZAP70 chr2 98330023 98356325
TMEM131 chr2 98372799 98612388
VWA3B chr2 98703579 98929762
INPP4A chr2 99061317 99210853
COA5 chr2 99215773 99224978
UNC50 chr2 99225042 99234978
MGAT4A chr2 99235569 99347589
AC109826.1 chr2 99378401 99388543
KIAA1211L chr2 99410309 99552722
TSGA10 chr2 99613724 99771427
C2orf15 chr2 99757948 99939204
C2ORF15 chr2 99757948 99767950
LIPT1 chr2 99771418 99779620
MRPL30 chr2 99771461 99811761
MITD1 chr2 99777890 99797521
LYG2 chr2 99858709 99871745
LYG1 chr2 99900701 99921205
TXNDC9 chr2 99935445 99957165
EIF5B chr2 99953816 100017789
REV1 chr2 100016938 100106497
RP11-527J8.1 chr2 100021680 100022305
AFF3 chr2 100162323 100759201
AC092667.2 chr2 100721381 100723966
LINC01104 chr2 100824716 100867946
LONRF2 chr2 100889753 100939195
CHST10 chr2 101008327 101034118
NMS chr2 101086944 101099742
PDCL3 chr2 101179152 101193197
NPAS2 chr2 101436614 101613291
AC016738.4 chr2 101610138 101618706
RPL31 chr2 101618177 101640494
TBC1D8 chr2 101624079 101869328
RP11-299H21.1 chr2 101768122 101771872
CNOT11 chr2 101869264 101886778
RNF149 chr2 101887681 101925163
CREG2 chr2 101962013 102004057
RFX8 chr2 102013823 102091165
MAP4K4 chr2 102313312 102511149
FLJ20373 chr2 102508955 102511150
IL1R2 chr2 102608306 102645006
IL1R1 chr2 102681004 102796334
IL1RL2 chr2 102803433 102856462
IL1RL1 chr2 102927962 102968497
IL18R1 chr2 102927989 103015218
IL18RAP chr2 103035149 103069025
SLC9A4 chr2 103089762 103150431
SLC9A2 chr2 103236166 103327777
MFSD9 chr2 103332299 103353347
TMEM182 chr2 103353367 103460352
AC108051.2 chr2 103603781 103605023
AC108051.3 chr2 103628237 103636356
AC073987.1 chr2 103726217 103792718
RP11-76I14.1 chr2 104490768 104694236
LINC01102 chr2 105049725 105137290
LINC01114 chr2 105363096 105374177
LINC01158 chr2 105424030 105469641
POU3F3 chr2 105471969 105476929
LINC01159 chr2 105481955 105489053
AC010884.1 chr2 105552869 105654954
MRPS9 chr2 105654441 105716418
AC104655.2 chr2 105713510 105719402
AC104655.3 chr2 105760571 105761882
RP11-332H14.1 chr2 105865861 105866251
TGFBRAP1 chr2 105880871 105946491
AC012360.4 chr2 105940667 105946986
RP11-332H14.2 chr2 105950484 105953932
C2orf49 chr2 105953816 105965668
FHL2 chr2 105974169 106054970
AC012360.6 chr2 105979495 105995296
NCK2 chr2 106361354 106510730
AC009505.2 chr2 106462990 106473633
AC009505.4 chr2 106575540 106578462
C2orf40 chr2 106679702 106694615
UXS1 chr2 106709759 106810795
AC018878.3 chr2 106795998 106800253
RGPD3 chr2 107021446 107084832
AC108868.5 chr2 107138359 107154535
AC108868.6 chr2 107159470 107160753
ST6GAL2 chr2 107418056 107503564
AC096669.3 chr2 108145943 108172782
RGPD4-AS1 chr2 108439519 108443347
RGPD4 chr2 108443388 108507297
SULT1C2 chr2 108905095 108926371
SULT1C4 chr2 108994367 109004513
GCC2 chr2 109065017 109125871
AC012487.2 chr2 109123971 109150652
LIMS1 chr2 109150857 109303702
RANBP2 chr2 109335937 109402267
CCDC138 chr2 109403213 109501933
EDAR chr2 109510927 109605828
SH3RF3-AS1 chr2 109743783 109745386
SH3RF3 chr2 109745804 110262207
SEPT10 chr2 110300559 110371783
SOWAHC chr2 110371911 110376563
RGPD5 chr2 110550335 110615272
LIMS3 chr2 110656005 110677180
LINC01123 chr2 110744640 110753717
MALL chr2 110841447 110874143
NPHP1 chr2 110879888 110962643
LINC00116 chr2 110969106 111002997
RP11-1223D19.1 chr2 110988683 111043433
LINC01106 chr2 111132715 111142019
RP13-1039J1.2 chr2 111160491 111192743
LIMS3L chr2 111222628 111230511
RGPD6 chr2 111271389 111334762
AC123886.2 chr2 111368493 111369981
BUB1 chr2 111395275 111435691
AC114776.3 chr2 111467152 111474172
ACOXL chr2 111490150 111875799
BCL2L11 chr2 111876955 111926024
MIR4435-1HG chr2 111953927 112252677
RP11-181E10.3 chr2 111968572 111970053
RP11-803D5.4 chr2 112024445 112025050
AC017002.1 chr2 112248850 112268567
AC017002.2 chr2 112249520 112252388
AC017002.4 chr2 112365418 112370095
ANAPC1 chr2 112523848 112642267
MERTK chr2 112656056 112787138
TMEM87B chr2 112812800 112876895
FBLN7 chr2 112895962 112945791
ZC3H8 chr2 112969102 113012713
ZC3H6 chr2 113033171 113097640
RGPD8 chr2 113127669 113192065
TTL chr2 113239731 113299316
POLR1B chr2 113299492 113334635
CHCHD5 chr2 113341817 113346852
AC012442.6 chr2 113348373 113349516
AC079922.3 chr2 113399409 113403267
SLC20A1 chr2 113403434 113421404
NT5DC4 chr2 113479063 113500456
CKAP2L chr2 113493930 113522254
IL1A chr2 113531492 113542167
IL1B chr2 113587328 113594480
IL37 chr2 113670548 113676459
IL36G chr2 113730780 113743242
IL36A chr2 113763038 113765621
IL1RN chr2 113864791 113891593
PSD4 chr2 113914902 113966973
AC016683.5 chr2 113929112 113932937
PAX8 chr2 113973574 114036527
RP11-65I12.1 chr2 113998307 113998987
AC016745.3 chr2 114182072 114182901
RP11-480C16.1 chr2 114190177 114193619
CBWD2 chr2 114195268 114253766
FOXD4L1 chr2 114256661 114258728
RP11-395L14.4 chr2 114285145 114300249
FAM138B chr2 114334959 114336429
RABL2A chr2 114384806 114400973
AC017074.2 chr2 114435279 114461655
SLC35F5 chr2 114462588 114514400
AC024704.2 chr2 114586967 114588696
AC104653.1 chr2 114588626 114600933
RP11-141B14.1 chr2 114645780 114647327
ACTR3 chr2 114647537 114720173
AC010982.1 chr2 114737146 114764879
AC110769.3 chr2 114737486 114740835
DPP10 chr2 115199876 116603328
AC009312.1 chr2 118515139 118561750
DDX18 chr2 118572226 118589955
AC009404.2 chr2 118591513 118599234
CCDC93 chr2 118673054 118771709
AC009303.1 chr2 118752973 118770295
RP11-98C1.1 chr2 118755517 118757824
INSIG2 chr2 118846028 118868573
AC093901.1 chr2 118889704 118943962
EN1 chr2 119599747 119605254
MARCO chr2 119699742 119752236
STEAP3 chr2 119981384 120023228
STEAP3-AS1 chr2 120001998 120006647
C2orf76 chr2 120059801 120124404
DBI chr2 120124497 120130126
TMEM37 chr2 120187477 120196096
PCDP1 chr2 120302008 120419827
TMEM177 chr2 120436743 120444083
PTPN4 chr2 120517207 120741394
EPB41L5 chr2 120770581 120936695
AC012363.4 chr2 120932461 120974120
TMEM185B chr2 120978854 120980984
RALB chr2 120997640 121052289
INHBB chr2 121103719 121109384
TFCP2L1 chr2 121974163 122042783
CLASP1 chr2 122095352 122407163
RP11-204L24.2 chr2 122287998 122290281
NIFK-AS1 chr2 122407226 122485784
NIFK chr2 122484521 122494499
TSN chr2 122494679 122525429
AC018737.3 chr2 122548020 122554278
CNTNAP5 chr2 124782864 125672864
AC023347.1 chr2 127066087 127101569
GYPC chr2 127413509 127454246
RP11-521O16.1 chr2 127781828 127783299
RP11-521O16.2 chr2 127782787 127787262
BIN1 chr2 127805603 127864931
CYP27C1 chr2 127941696 127977654
ERCC3 chr2 128014866 128051752
MAP3K2 chr2 128056306 128146041
AC068282.3 chr2 128146706 128158156
PROC chr2 128176003 128186822
IWS1 chr2 128193783 128284462
AC010976.2 chr2 128221218 128263373
MYO7B chr2 128293378 128395304
RP11-286H15.1 chr2 128383572 128384423
LIMS2 chr2 128395956 128439360
GPR17 chr2 128403439 128410213
WDR33 chr2 128458596 128568761
SFT2D3 chr2 128458597 128461385
RP5-935K16.1 chr2 128601127 128603261
POLR2D chr2 128603840 128615731
AMMECR1L chr2 128619204 128643496
RP11-395A13.2 chr2 128644130 128644759
SAP130 chr2 128698791 128785694
UGGT1 chr2 128848774 128953251
HS6ST1 chr2 128994290 129076151
AC079776.1 chr2 130626766 130635126
AC079776.3 chr2 130680750 130704276
RAB6C chr2 130737235 130740311
POTEF chr2 130831108 130886795
CCDC74B chr2 130896860 130902707
SMPD4 chr2 130908981 130940323
MZT2B chr2 130939310 130948302
TUBA3E chr2 130949318 130956034
CCDC115 chr2 131095814 131099922
IMP4 chr2 131099798 131105383
PTPN18 chr2 131113580 131132982
POTEI chr2 131217028 131267239
AC013269.5 chr2 131296668 131307456
AC140481.2 chr2 131328402 131341734
ARHGEF4 chr2 131594489 131804836
FAM168B chr2 131805449 131851033
PLEKHB2 chr2 131862420 132111282
POTEE chr2 131975882 132022965
RP11-109E12.1 chr2 132219394 132221188
MZT2A chr2 132222473 132250316
TUBA3D chr2 132233666 132240507
CCDC74A chr2 132285248 132291239
C2orf27A chr2 132479948 132524973
C2orf27B chr2 132552534 132559234
AJ239322.1 chr2 132722304 132737446
ANKRD30BL chr2 132905164 133015542
RP11-725P16.2 chr2 133103189 133104870
GPR39 chr2 133174147 133404132
LYPD1 chr2 133402426 133429152
NCKAP5 chr2 133429374 134326034
MGAT5 chr2 134877554 135212192
TMEM163 chr2 135213330 135476570
CCNT2-AS1 chr2 135493034 135676280
ACMSD chr2 135596117 135659604
CCNT2 chr2 135675805 135716912
MAP3K19 chr2 135722061 135805038
RAB3GAP1 chr2 135809835 135933964
ZRANB3 chr2 135894486 136288806
R3HDM1 chr2 136289025 136482840
UBXN4 chr2 136499189 136542625
LCT chr2 136545410 136594750
AC011893.3 chr2 136577761 136580657
MCM6 chr2 136597196 136633996
DARS chr2 136664247 136743670
AC093391.2 chr2 136742746 136779888
AC068492.1 chr2 136835462 136836083
CXCR4 chr2 136871919 136875735
THSD7B chr2 137523115 138435287
HNMT chr2 138721590 138773930
AC097721.2 chr2 139175854 139259268
AC114763.1 chr2 139228226 139231502
SPOPL chr2 139259371 139331117
RP11-231E19.1 chr2 139357233 139359996
AC092620.3 chr2 139362080 139370737
LRP1B chr2 140988992 142889270
KYNU chr2 143635067 143799890
ARHGAP15 chr2 143848931 144525921
AC096558.1 chr2 144052990 144238358
RP11-570L15.2 chr2 144053155 144329674
RP11-570L15.1 chr2 144276436 144355571
AC092652.1 chr2 144398325 144413748
RP11-434H14.1 chr2 144433734 144498863
AC079584.2 chr2 144557036 144577168
AC016910.1 chr2 144694640 144721723
GTDC1 chr2 144695635 145090135
ZEB2 chr2 145141648 145282147
ZEB2-AS1 chr2 145275664 145279058
AC010090.1 chr2 145324002 145337001
TEX41 chr2 145425534 145940216
ACVR2A chr2 148602086 148688393
AC009480.3 chr2 148656970 148660525
ORC4 chr2 148687968 148779147
MBD5 chr2 148778580 149275805
EPC2 chr2 149402009 149545130
AC105402.4 chr2 149624039 149646351
KIF5C chr2 149632819 149883273
LYPD6B chr2 149894621 150071776
MMADHC chr2 150426148 150444330
AC144449.1 chr2 150443710 150704747
AC007364.1 chr2 150624020 150715705
RND3 chr2 151324709 151395525
RBM43 chr2 152104454 152118393
NMI chr2 152126979 152146571
TNFAIP6 chr2 152214106 152236560
RIF1 chr2 152266397 152364527
NEB chr2 152341850 152591001
ARL5A chr2 152645498 152685006
CACNB4 chr2 152689290 152955593
AC079790.2 chr2 152954842 152965716
STAM2 chr2 152973315 153032506
FMNL2 chr2 153191751 153506348
PRPF40A chr2 153508107 153574511
ARL6IP6 chr2 153574407 153617767
RPRM chr2 154333852 154335322
GALNT13 chr2 154728426 155310361
AC009227.2 chr2 155292365 155313950
KCNJ3 chr2 155554811 155714863
AC093375.1 chr2 156868129 156881125
NR4A2 chr2 157180944 157198860
GPD2 chr2 157291802 157470247
GALNT5 chr2 158114110 158170723
ERMN chr2 158175137 158184225
CYTIP chr2 158271131 158345473
ACVR1C chr2 158383279 158485517
AC019186.1 chr2 158582220 158592517
ACVR1 chr2 158592958 158732374
UPP2 chr2 158733214 158992666
RP11-546J1.1 chr2 158734195 158735077
RP11-1152H14.1 chr2 158774224 158774883
CCDC148 chr2 159027593 159313265
PKP4 chr2 159313476 159539391
AC005042.4 chr2 159514849 159591514
DAPL1 chr2 159651829 159719293
TANC1 chr2 159825146 160089170
WDSUB1 chr2 160092304 160143310
BAZ2B chr2 160175490 160473203
AC008277.1 chr2 160242878 160261147
AC009506.1 chr2 160471807 160473593
AC009961.3 chr2 160527219 160568946
MARCH7 chr2 160569000 160627538
CD302 chr2 160625364 160654753
LY75 chr2 160628362 160761260
PLA2R1 chr2 160788519 160919121
ITGB6 chr2 160956177 161128399
RBMS1 chr2 161128662 161350305
AC009313.1 chr2 161952742 162016735
TANK chr2 161993419 162092732
AC009299.2 chr2 162079296 162111179
AC009299.3 chr2 162101250 162105561
PSMD14 chr2 162164549 162268228
TBR1 chr2 162272605 162282381
SLC4A10 chr2 162280843 162841792
DPP4 chr2 162848751 162931052
AC008063.2 chr2 162929766 162931679
AC008063.3 chr2 162949939 162951364
FAP chr2 163027194 163101661
IFIH1 chr2 163123589 163175213
GCA chr2 163175350 163228105
FIGN chr2 164449906 164592522
GRB14 chr2 165349322 165478358
COBLL1 chr2 165510134 165700189
AC019181.2 chr2 165697259 165705844
SLC38A11 chr2 165752696 165812035
AC013463.2 chr2 165848494 165947803
SCN3A chr2 165944032 166060577
SCN2A chr2 166095912 166248818
GALNT3 chr2 166604101 166651192
AC009495.2 chr2 166651361 166666520
AC009495.4 chr2 166651367 166702601
AC009495.3 chr2 166689558 166695608
TTC21B chr2 166713985 166810353
AC010127.3 chr2 166813909 167158294
SCN9A chr2 167051695 167232503
SCN7A chr2 167260083 167350757
XIRP2 chr2 167744997 168116263
AC016723.4 chr2 168671284 168797654
B3GALT1 chr2 168675182 168730551
STK39 chr2 168810530 169104651
CERS6 chr2 169312372 169631644
CERS6-AS1 chr2 169628463 169643471
NOSTRIN chr2 169643049 169722024
SPC25 chr2 169690642 169769881
DHRS9 chr2 169921299 169952677
LRP2 chr2 169983619 170219195
BBS5 chr2 170335688 170382432
KLHL41 chr2 170366212 170382772
FASTKD1 chr2 170386259 170430385
PPIG chr2 170440850 170497916
CCDC173 chr2 170501935 170550943
PHOSPHO2 chr2 170550975 170558218
KLHL23 chr2 170550998 170633499
SSB chr2 170648443 170668574
METTL5 chr2 170666591 170681441
UBR3 chr2 170683968 170940641
MYO3B chr2 171034655 171511681
AC012594.1 chr2 171190438 171207628
AC007277.3 chr2 171475138 171551884
AC007405.4 chr2 171579719 171627276
AC007405.6 chr2 171627623 171634658
ERICH2 chr2 171640296 171655481
GAD1 chr2 171669723 171717661
GORASP2 chr2 171784974 171823639
TLK1 chr2 171847333 172087824
METTL8 chr2 172173919 172291312
DCAF17 chr2 172290727 172341562
CYBRD1 chr2 172378757 172414643
DYNC1I2 chr2 172543919 172604930
AC068039.4 chr2 172629992 172632354
SLC25A12 chr2 172640880 172864766
HAT1 chr2 172778958 172848599
METAP1D chr2 172864490 172947158
DLX1 chr2 172949468 172954405
DLX2 chr2 172964167 172967628
AC104801.1 chr2 172967734 172974710
ITGA6 chr2 173292082 173371181
AC078883.4 chr2 173292502 173293331
AC078883.3 chr2 173328990 173330750
AC093818.1 chr2 173345568 173421324
PDK1 chr2 173420101 173489823
RAPGEF4-AS1 chr2 173541869 173600934
RAPGEF4 chr2 173600002 173917621
MLTK chr2 173940163 174132738
MLK7-AS1 chr2 174031174 174146764
CDCA7 chr2 174219548 174233725
RP11-796E10.1 chr2 174675804 174676120
AC106900.6 chr2 174745593 174764156
SP3 chr2 174771187 174830430
RP11-394I13.2 chr2 174833079 174834146
RP11-394I13.3 chr2 174876584 174877703
RP11-394I13.1 chr2 174890008 174891891
OLA1 chr2 174937175 175113426
AC018470.4 chr2 175190755 175195371
CIR1 chr2 175212750 175260443
SCRN3 chr2 175260458 175294303
GPR155 chr2 175296966 175351822
AC010894.3 chr2 175352117 175353114
AC018890.6 chr2 175411869 175639555
WIPF1 chr2 175424300 175547644
AC010894.5 chr2 175439955 175452454
CHRNA1 chr2 175612320 175629200
CHN1 chr2 175664091 175870097
ATF2 chr2 175936978 176033110
AC096649.2 chr2 176032632 176033250
ATP5G3 chr2 176040986 176049335
AC096649.3 chr2 176121978 176319368
KIAA1715 chr2 176788620 176867567
HOXD10 chr2 176973518 176984670
HOXD-AS2 chr2 176986339 177001826
HOXD8 chr2 176994422 176997423
HOXD-AS1 chr2 177037923 177053686
AC009336.24 chr2 177042445 177043736
HOXD1 chr2 177053307 177055688
MTX2 chr2 177134123 177202753
LINC01116 chr2 177494317 177502659
LINC01117 chr2 177502438 177520686
AC092162.1 chr2 177588996 177684038
AC079305.11 chr2 177855236 178029244
AC079305.8 chr2 178020350 178077390
HNRNPA3 chr2 178077291 178088686
NFE2L2 chr2 178092323 178257425
AC079305.10 chr2 178129087 178130243
RP11-337N6.2 chr2 178165328 178166734
RP11-337N6.1 chr2 178171101 178175300
AGPS chr2 178257372 178408564
TTC30B chr2 178413726 178417742
AC073834.3 chr2 178467817 178483300
TTC30A chr2 178477720 178483694
PDE11A chr2 178487980 178973066
RBM45 chr2 178977151 179003738
OSBPL6 chr2 179059208 179264160
RP11-65L3.1 chr2 179265561 179267618
AC009948.5 chr2 179278666 179304970
PRKRA chr2 179296141 179316239
DFNB59 chr2 179316163 179326117
FKBP7 chr2 179328391 179343327
PLEKHA3 chr2 179345195 179381189
TTN-AS1 chr2 179385910 179639402
TTN chr2 179390716 179695529
RP11-65L3.4 chr2 179405852 179406526
RP11-65L3.2 chr2 179413611 179415408
RP11-171I2.5 chr2 179441830 179442349
RP11-171I2.2 chr2 179443517 179445633
RP11-171I2.4 chr2 179481308 179481850
RP11-171I2.3 chr2 179509444 179509906
RP11-171I2.1 chr2 179588184 179591773
RP11-88L24.4 chr2 179641653 179644690
CCDC141 chr2 179694484 179914813
SESTD1 chr2 179966419 180129517
ZNF385B chr2 180306709 180726232
CWC22 chr2 180809603 180871840
UBE2E3 chr2 181831975 181941312
AC104076.3 chr2 181844154 181844817
AC068196.1 chr2 181940778 181970695
AC104820.2 chr2 181966659 182264286
AC020595.1 chr2 182286881 182290476
ITGA4 chr2 182321929 182400914
CERKL chr2 182401403 182545392
NEUROD1 chr2 182537815 182545603
RP11-366L5.1 chr2 182752578 182756390
SSFA2 chr2 182756560 182795465
PPP1R1C chr2 182818968 182996125
PDE1A chr2 183004763 183387919
DNAJC10 chr2 183580999 183659191
FRZB chr2 183698002 183731890
NCKAP1 chr2 183773843 183903586
DUSP19 chr2 183943287 183964733
AC064871.3 chr2 183948133 183973247
NUP35 chr2 183982241 184026408
RP11-438L19.1 chr2 184079047 184080128
ZNF804A chr2 185463093 185804219
AC007966.1 chr2 186584601 186605206
FSIP2 chr2 186603355 186698017
AC008174.3 chr2 186648418 186664878
AC097500.2 chr2 186897618 186947960
RP11-410E4.1 chr2 187219299 187221500
ZC3H15 chr2 187350883 187374090
AC018867.2 chr2 187367219 187367356
ITGAV chr2 187454792 187545628
AC017101.10 chr2 187506066 187560014
FAM171B chr2 187558698 187630685
ZSWIM2 chr2 187692562 187713935
AC007319.1 chr2 187867947 188419390
CALCRL chr2 188207856 188313187
TFPI chr2 188328957 188430487
GULP1 chr2 189156396 189460653
COL5A2 chr2 189896622 190044605
WDR75 chr2 190306159 190340291
SLC40A1 chr2 190425305 190448484
ASNSD1 chr2 190526111 190535557
ANKAR chr2 190539016 190625919
OSGEPL1 chr2 190611386 190627953
OSGEPL1-AS1 chr2 190627430 190630282
RP11-455J20.3 chr2 190628585 190629182
ORMDL1 chr2 190635049 190649097
PMS1 chr2 190649107 190742355
C2orf88 chr2 190744335 191068210
MSTN chr2 190920423 190927455
HIBCH chr2 191054461 191208919
INPP1 chr2 191208196 191236391
MFSD6 chr2 191273081 191373931
RP11-647K16.1 chr2 191318818 191319247
TMEM194B chr2 191369068 191399448
AC093388.3 chr2 191399581 191432828
NAB1 chr2 191511472 191557492
AC006460.2 chr2 191541670 191573442
AC005540.3 chr2 191745523 191746785
GLS chr2 191745553 191830278
STAT1 chr2 191829084 191885686
AC067945.2 chr2 191882680 191883805
STAT4 chr2 191894302 192016322
AC092614.2 chr2 192093891 192110898
MYO1B chr2 192109911 192290115
NABP1 chr2 192542794 192561385
SDPR chr2 192699028 192711981
AC098617.1 chr2 192711265 192908909
TMEFF2 chr2 192813769 193060435
RP11-764E7.1 chr2 194763091 194764118
AC010983.1 chr2 195868435 195891094
AC064834.1 chr2 196313256 196343649
RP11-762E8.1 chr2 196316502 196380423
AC064834.2 chr2 196397759 196403405
AC064834.3 chr2 196434352 196437694
SLC39A10 chr2 196440701 196602426
DNAH7 chr2 196602427 196933536
STK17B chr2 196998290 197041227
RP11-347P5.1 chr2 197015987 197019605
HECW2 chr2 197059094 197458416
AC020571.3 chr2 197124748 197128928
CCDC150 chr2 197504278 197628214
GTF3C3 chr2 197627756 197664449
C2orf66 chr2 197669726 197675000
PGAP1 chr2 197697728 197792520
ANKRD44 chr2 197831741 198175897
AC013264.2 chr2 198062715 198063997
AC010746.3 chr2 198176117 198177464
SF3B1 chr2 198254508 198299815
COQ10B chr2 198318147 198340032
HSPD1 chr2 198351305 198381461
HSPE1 chr2 198364718 198368181
HSPE1-MOB4 chr2 198365137 198415450
MOB4 chr2 198380295 198418423
RFTN2 chr2 198432948 198540769
AC011997.1 chr2 198557830 198639547
MARS2 chr2 198570087 198573113
BOLL chr2 198591603 198651486
PLCL1 chr2 198669426 199437305
SATB2 chr2 200134223 200335989
RP11-486F17.1 chr2 200190033 200194085
SATB2-AS1 chr2 200322423 200341658
FTCDNL1 chr2 200625267 200715896
C2orf69 chr2 200775979 200820658
TYW5 chr2 200794698 200820459
C2orf47 chr2 200820040 200873263
SPATS2L chr2 201170604 201346986
KCTD18 chr2 201353675 201384507
SGOL2 chr2 201374731 201448505
AOX1 chr2 201450591 201541787
AC007163.3 chr2 201577028 201599900
AC007163.6 chr2 201645218 201676893
BZW1 chr2 201675317 201688569
RP11-469M7.1 chr2 201689396 201692061
CLK1 chr2 201717732 201729422
PPIL3 chr2 201735630 201754026
NIF3L1 chr2 201754050 201768655
ORC2 chr2 201773696 201828403
AC005037.3 chr2 201827986 201873825
FAM126B chr2 201838441 201936394
NDUFB3 chr2 201936156 201950473
RP11-13J8.1 chr2 201966105 201967859
CFLAR chr2 201980827 202041410
CFLAR-AS1 chr2 202005007 202022546
AC007283.5 chr2 202031688 202032269
CASP10 chr2 202047604 202094129
CASP8 chr2 202098166 202152434
ALS2CR12 chr2 202152994 202222121
TRAK2 chr2 202241930 202316302
STRADB chr2 202252581 202345569
ALS2CR11 chr2 202352148 202483901
TMEM237 chr2 202484907 202508293
MPP4 chr2 202509593 202563417
ALS2 chr2 202565277 202645912
RP11-107N15.1 chr2 202897493 202898260
FZD7 chr2 202899310 202903160
